Mall Name,Tenant
Millenia Walk,"MEIDI-YA (Food Hall)Dining, Supermarket#01-56"
Millenia Walk,MilkfishDining#01-106
Millenia Walk,MOS BurgerDining#01-99/100
Millenia Walk,"MPFB by Identity HairworksFitness, Beauty & Health#02-18"
Millenia Walk,"Nail CountyFitness, Beauty & Health#02-20"
Millenia Walk,Nature's NutritionDining#01-101
Millenia Walk,nozomi by YOSHIDining#02-06
Millenia Walk,Olé Bar & KitchenDining#01-23
Millenia Walk,OVASHome & Living#02-46
Millenia Walk,Patisserie GDining#01-40
Millenia Walk,Paulaner BräuhausDining#01-01 to 03
Millenia Walk,"PianolandAudio, Video & Electronics#01-34"
Millenia Walk,Pullman BakeryDining#01-97/98
Millenia Walk,"Pulse TCM ClinicFitness, Beauty & Health#02-56"
Millenia Walk,"QB House PremiumFitness, Beauty & Health#01-103A"
Millenia Walk,Quinn's The Irish TavernDining#01-20 to 22
Millenia Walk,R&B Tea PremierDining#01-K15
Millenia Walk,SabotenDining#02-14
Millenia Walk,Sandaime BunjiDining#01-14/15
Millenia Walk,Sandaime Hirakimany#02-10
Millenia Walk,Sapporo MisonoDining#02-15
Millenia Walk,SBCD Korean Tofu HouseDining#01-114
Millenia Walk,Silver BullionTimepieces & Jewellery#01-108
Millenia Walk,Starbucks CoffeeDining#01-K7
Millenia Walk,Sushi Murasakimany#02-07
Millenia Walk,TenshimaDining#01-09/10
Millenia Walk,Teppei SyokudoDining#01-105
Millenia Walk,TeslaTravel & Lifestyle#01-84
Millenia Walk,Thai AffairDining#01-103
Millenia Walk,The Coffee AcademïcsDining#01-28 & 01-K17
Millenia Walk,The Dark GalleryDining#01-K5
Millenia Walk,The Hour GlassTimepieces & Jewellery#01-27
Millenia Walk,The Whisky DistilleryTravel & Lifestyle#01-83
Millenia Walk,Tomi SushiDining#02-12/13
Millenia Walk,"True Fitness & TFXFitness, Beauty & Health#02-63"
Millenia Walk,Unique Fine Pearl & GemTimepieces & Jewellery#01-41
Millenia Walk,UOB ATMServices & Amenities#01-K9
Millenia Walk,VietSmithDining#01-88 to 90
Millenia Walk,Wine Universe Restaurant & Wine BarDining#01-109
Millenia Walk,Yen BarDining#01-16 to 19
Millenia Walk,"ZINC Korean Hair SalonFitness, Beauty & Health#02-48/49"
Millenia Walk,Blog
Millenia Walk,Money Changers
Millenia Walk,About Us
Millenia Walk,Contact Us
Millenia Walk,Terms and Conditions
Millenia Walk,Privacy Policy
Nex,7-ElevenServices#B2-16
Nex,Aburi-ENRestaurant & Cafe And Fast Food#01-63 to 65
Nex,AccentzFashion & Accessories#04-K14
Nex,AKEMIUCHIHome & Lifestyle#02-55
Nex,Akimitsu Ramen & TendonRestaurant & Cafe And Fast Food#03-06
Nex,Allgood GourmetRestaurant & Cafe And Fast Food#B2-49
Nex,An Acai AffairSnacks & Specialties#B2-53
Nex,ANDERSEN'S ICE CREAMRestaurant & Cafe And Fast Food#B1-09
Nex,Anytime FitnessHair & Beauty And Wellness#4R-73 to 75
Nex,ASICSSports#01-09
Nex,Aspire Hub EducationEducation & Enrichment#04-79
Nex,ASPIRE HUB PRIMARYEducation & Enrichment#04-78
Nex,ASTALIFTHair & Beauty And Wellness#01-70
Nex,AsterSpringHair & Beauty And Wellness#04-24
Nex,Auntie Anne'sSnacks & Specialties#03-K10
Nex,Aureus AcademyEducation & Enrichment#04-01A/02
Nex,Avone Beauty SecretsHair & Beauty And Wellness#02-25
Nex,Avone Beauty Secrets (Hair / Beauty / Body)Hair & Beauty And Wellness#02-40
Nex,Ayam Penyet RiaRestaurant & Cafe And Fast Food#01-57
Nex,Bali ThaiRestaurant & Cafe And Fast Food#02-13
Nex,Banana StoryGift & Hobbies And Leisure#04-K7
Nex,BarcookBakery & Confectionery#03-K18
Nex,Baskin RobbinsRestaurant & Cafe And Fast Food#01-K4/K5
Nex,BataFashion & Accessories#01-71
Nex,Beauty In The PotRestaurant & Cafe And Fast Food#02-01
Nex,BEAUTY LANGUAGEHair & Beauty And Wellness#B2-37
Nex,Bee Cheng HiangSnacks & Specialties#B2-11
Nex,BEGAFashion & Accessories#B1-48/49
Nex,Beijing 101Hair & Beauty And Wellness#04-08
Nex,Bengawan SoloBakery & Confectionery#B2-69
Nex,Benoi Mobile AccessoriesTelecommunication & Accessories#04-K19/K20
Nex,BestyleFashion & Accessories#04-K13
Nex,BMF - The Aesthetics PeopleHair & Beauty And Wellness#B1-52
Nex,Boost Juice BarsSnacks & Specialties#B2-48B
Nex,BreadTalkBakery & Confectionery#B2-58/59
Nex,Burger KingRestaurant & Cafe And Fast Food#B1-30/31
Nex,By Invite Only JewelleryFashion & Accessories#01-K8/K9
Nex,C&S BeautyHair & Beauty And Wellness#04-32
Nex,Canton ParadiseRestaurant & Cafe And Fast Food#02-01 to 06
Nex,ChallengerElectrical & Electronics#04-33/34
Nex,CHARLES & KEITHFashion & Accessories#01-39/40
Nex,ChateraiseBakery & Confectionery#B2-49A
Nex,Chen Kang WellnessHair & Beauty And Wellness#04-27
Nex,CHICHA San ChenSnacks & Specialties#02-13A
Nex,CHINATOWN TAN'S TUTUSnacks & Specialties#03-K15
Nex,ChomelFashion & Accessories#01-82
Nex,Chow Tai FookJewellery & Watches#01-80/81
Nex,Citibank ATMBanks & Financial Services
Nex,CITISPAHair & Beauty And Wellness#04-28
Nex,City ChainJewellery & Watches#01-77
Nex,CLARINSHair & Beauty And Wellness#01-K10
Nex,Clippers Barber​Hair & Beauty And Wellness#04-04 to 06
Nex,CocomiJewellery & Watches#01-K3
Nex,Cold StorageDept Store & Hyper / Supermarket#B2-44/45
Nex,COLLIN'S®Restaurant & Cafe And Fast Food#B1-27
Nex,CONCEPT WATCHJewellery & Watches#01-74
Nex,ConverseFashion & Accessories#01-11
Nex,Coo.Seoul+Fashion & Accessories#01-68
Nex,Cotton OnFashion & Accessories#01-01/02
Nex,COURTSElectrical & Electronics#02-49/50
Nex,CraveSnacks & Specialties#B2-57
Nex,CrocsFashion & Accessories#01-46/47
Nex,CUCKOOHome & Lifestyle#04-K16
Nex,CuraMed Medical and Aesthetic ClinicHair & Beauty And Wellness#4R-76
Nex,DAISOHome & Lifestyle#04-63
Nex,DBSBanks & Financial Services#02-29
Nex,De Hair TiqueHair & Beauty And Wellness#04-09
Nex,DELLElectrical & Electronics#02-53/54
Nex,Dian Xiao ErRestaurant & Cafe And Fast Food#02-09/10
Nex,Din Tai FungRestaurant & Cafe And Fast Food#B1-10 to 12
Nex,DMKFashion & Accessories#B1-23
Nex,Donburi King 爆爆王 – ばくばくおうRestaurant & Cafe And Fast Food#01-58
Nex,Dough CultureSnacks & Specialties#B2-09
Nex,Dragon Brand Bird's NestHair & Beauty And Wellness#03-39
Nex,DysonElectrical & Electronics#01-K16
Nex,EAT.Restaurant & Cafe And Fast Food#01-59/60
Nex,EC HouseHair & Beauty And Wellness#B2-38
Nex,Emart24Snacks & Specialties#B2-50/51
Nex,Eu Yan SangHair & Beauty And Wellness#03-41
Nex,Eu Yan Sang TCM ClinicClinics#03-24
Nex,EUBIQElectrical & Electronics#04-K18
Nex,Eye Do OpticOptical#B1-70
Nex,EYECARE STUDIOOptical#04-58
Nex,EYECHAMPOptical#B1-50/51
Nex,FairPrice XtraDept Store & Hyper / Supermarket#03-42
Nex,Famous AmosSnacks & Specialties#03-K5/K6
Nex,FittoniaManiaGift & Hobbies And Leisure#04-K17
Nex,FIVE GUYSRestaurant & Cafe And Fast Food#B1-41 to 43
Nex,Fong Sheng Hao 豐盛號Restaurant & Cafe And Fast Food#B2-15
Nex,Food Junction#04-36/37
Nex,Food Republic#B2-63 to 66 & B2-70 to 72
Nex,FotoHubServices#B2-14
Nex,Four LeavesBakery & Confectionery#B2-43
Nex,FragranceSnacks & Specialties#03-14
Nex,FruceSnacks & Specialties#B2-34
Nex,FUNFITSports#02-42
Nex,G-SHOCK CasioJewellery & Watches#01-69
Nex,G2000Fashion & Accessories#01-66
Nex,Gadget MixHome & Lifestyle#04-46
Nex,Genki SushiRestaurant & Cafe And Fast Food#04-21/22
Nex,Gifts GreetingsGift & Hobbies And Leisure#04-07
Nex,GiordanoFashion & Accessories#02-36/37
Nex,GlimpseOptical#B1-64/65
Nex,GO-ANG PRATUNAMRestaurant & Cafe And Fast Food#B1-05/06
Nex,Gokoku Japanese BakeryBakery & Confectionery#B1-K1
Nex,GoldheartJewellery & Watches#01-38
Nex,Gong ChaSnacks & Specialties#B1-44
Nex,Gong Yuan Ma La Tang 宫源麻辣烫Restaurant & Cafe And Fast Food#03-17
Nex,Graffiti CaféRestaurant & Cafe And Fast Food#B2-62
Nex,GreendotRestaurant & Cafe And Fast Food#02-K2 to K4
Nex,Guardian Health & BeautyHair & Beauty And Wellness#B1-62/6363
Nex,Guzman y GomezRestaurant & Cafe And Fast Food#02-14
Nex,H&MFashion & Accessories#01-12 to 26 & 01-28 to 33
Nex,H2 Hub TimepieceJewellery & Watches#01-K11/K12
Nex,Hair InnHair & Beauty And Wellness#03-33
Nex,Hanako CrystalsFashion & Accessories#04-K12
Nex,Hang TenFashion & Accessories#01-88
Nex,Heguru Education CentreEducation & Enrichment#04R-81
Nex,Ho Kee PauSnacks & Specialties#B2-42
Nex,Hockhua TonicHair & Beauty And Wellness#03-03
Nex,Holland & BarrettHair & Beauty And Wellness#B2-39
Nex,Home & GivingHome & Lifestyle#02-33A
Nex,Home's HarmonyHome & Lifestyle#02-32
Nex,HonguoRestaurant & Cafe And Fast Food#B1-75
Nex,HOOGAHome & Lifestyle#01-42 to 44
Nex,Hot TomatoRestaurant & Cafe And Fast Food#B1-47
Nex,HUAWEITelecommunication & Accessories#04-41
Nex,HYSSESHair & Beauty And Wellness#01-83
Nex,I Love TaimeiSnacks & Specialties#B2-48A
Nex,Ichiban BoshiRestaurant & Cafe And Fast Food#B1-04
Nex,Idaten UdonRestaurant & Cafe And Fast Food#B1-02
Nex,Illumia TherapeuticsHair & Beauty And Wellness#04-26
Nex,innisfreeHair & Beauty And Wellness#B1-18/19
Nex,"IsetanDept Store & Hyper / Supermarket#01-50/51 & 01-31 & 01-23, #02-30, #03-22"
Nex,iStudioElectrical & Electronics#02-45/46
Nex,IYU 一愈Hair & Beauty And Wellness#04-30
Nex,Jack's PlaceRestaurant & Cafe And Fast Food#04-66
Nex,Japan HomeHome & Lifestyle#04-50/51
Nex,Japan IPL ExpressHair & Beauty And Wellness#B2-26
Nex,Jean Yip HubHair & Beauty And Wellness#B2-31/32
Nex,JF EliteHome & Lifestyle#04-10
Nex,JINJJA ChickenRestaurant & Cafe And Fast Food#B2-60/61
Nex,JollibeanSnacks & Specialties#03-K7/K8
Nex,JollibeeRestaurant & Cafe And Fast Food#B1-28/29
Nex,Joyre Medical Aesthetic ClinicHair & Beauty And Wellness#02-28
Nex,Joyre TCMedi SpaHair & Beauty And Wellness#02-26
Nex,Just MobileTelecommunication & Accessories#04-K5
Nex,K Shoe & Bags ServicesServices#04-44
Nex,kcutsHair & Beauty And Wellness#B2-22
Nex,Kent Ridge Education HubEducation & Enrichment#01-56
Nex,KFCRestaurant & Cafe And Fast Food#B1-32/33
Nex,Kiddy PalaceKid's Fashion & Toys And Maternity#04-13/14
Nex,Kiehl'sHair & Beauty And Wellness#01-76
Nex,Kin Teck TongClinics#04-47
Nex,KIYOFashion & Accessories#B1-20
Nex,KOI ThéSnacks & Specialties#B1-07
Nex,Koo KeeRestaurant & Cafe And Fast Food#B1-46
Nex,Koong Woh TongSnacks & Specialties#B2-48
Nex,Kuriya Japanese MarketRestaurant & Cafe And Fast Food#B1-03
Nex,LACHair & Beauty And Wellness#03-40
Nex,LANEIGEHair & Beauty And Wellness#01-79
Nex,Lao Huo TangRestaurant & Cafe And Fast Food#03-08/09
Nex,LEE WEE & BROTHERSSnacks & Specialties#03-K11
Nex,LEGO Certified StoreKid's Fashion & Toys And Maternity#04-52/53
Nex,LenskartOptical#01-49
Nex,LEVI'SFashion & Accessories#01-85/86
Nex,LiHOSnacks & Specialties#04-K22
Nex,Linen GalleryHome & Lifestyle#03-25/26
Nex,Liz NanaFashion & Accessories#04-K11
Nex,London Weight ManagementHair & Beauty And Wellness#B1-71
Nex,LovisaFashion & Accessories#01-84
Nex,M.A.CHair & Beauty And Wellness#01-75
Nex,M1Telecommunication & Accessories#B1-56
Nex,Ma Kuang TCM Women's and Children's ClinicClinics#04-61
Nex,Mary ChiaHair & Beauty And Wellness#04-48
Nex,Maxi-CashServices#B2-17/18
Nex,MaybankBanks & Financial Services#B2-27
Nex,McDonald'sRestaurant & Cafe And Fast Food#B2-05 to 08
Nex,Meyson JewelleryJewellery & Watches#02-43/44
Nex,MinisoHome & Lifestyle#B1-24/25
Nex,Mobile LifeTelecommunication & Accessories#04-K6
Nex,MOBILESTOPTelecommunication & Accessories#04-K21
Nex,MONEY CHANGERServices#B2-13
Nex,MoneyMaxServices#B1-54/55
Nex,Monster CurryRestaurant & Cafe And Fast Food#B1-08
Nex,MOS BurgerRestaurant & Cafe And Fast Food#B2-02 to 04
Nex,Mr. CoconutSnacks & Specialties#03-K16/K17
Nex,MUSANG KINGSnacks & Specialties#03-K14
Nex,My Digital LockHome & Lifestyle#04-38
Nex,MyRepublicTelecommunication & Accessories#04-62
Nex,MystiqueHair & Beauty And Wellness#B2-35/36
Nex,Nail AirHair & Beauty And Wellness#04-29
Nex,Nail PalaceHair & Beauty And Wellness#B1-69
Nex,Nailz GalleryHair & Beauty And Wellness#B2-55
Nex,NeNe ChickenRestaurant & Cafe And Fast Food#04-15/16
Nex,New 8ge TreasuresGift & Hobbies And Leisure#03-29
Nex,New BalanceSports#02-20/21
Nex,Nippon HomeHome & Lifestyle#03-32
Nex,NK HairworksHair & Beauty And Wellness#B2-56
Nex,Nomad Watch WorksFashion & Accessories#04-K3
Nex,OCBC BankBanks & Financial Services#B2-28/29
Nex,OGAWAHair & Beauty And Wellness#02-47
Nex,Old Chang KeeSnacks & Specialties#B2-12
Nex,OneDoctors Medical CentreClinics#01-54/55
Nex,OPPOTelecommunication & Accessories#04-45
Nex,Oriental Herbal TeaSnacks & Specialties#B2-68
Nex,ORIGINSHair & Beauty And Wellness#01-K13/K14
Nex,OSIMHair & Beauty And Wellness#03-05
Nex,OTOHair & Beauty And Wellness#03-35/36
Nex,OWNDAYSOptical#B2-30
Nex,PANDORAFashion & Accessories#01-34
Nex,Papilla Haircaremany#04-26
Nex,Paris BaguetteRestaurant & Cafe And Fast Food#01-67
Nex,Penang CultureRestaurant & Cafe And Fast Food#B1-76/77
Nex,Perky LashHair & Beauty And Wellness#03-27
Nex,PezzoSnacks & Specialties#B2-67
Nex,Pierre Cardin LingerieFashion & Accessories#01-87
Nex,Pizza HutRestaurant & Cafe And Fast Food#03-11 to 13
Nex,PlayMade by 丸作Snacks & Specialties#04-17
Nex,Polar Puffs & CakesSnacks & Specialties#03-K3/K4
Nex,PomeloFashion & Accessories#01-72/73
Nex,POPULAR BookstoreBooks & Stationery And Music#04-59/60
Nex,POSB AUTOLOBBYBanks & Financial Services#01-203
Nex,Pratunam by Soi Thai Soi NiceRestaurant & Cafe And Fast Food#B1-13/14
Nex,PRISM+Electrical & Electronics#B1-21A
Nex,PurpurFashion & Accessories#B1-57
Nex,PUTIENRestaurant & Cafe And Fast Food#02-18/19
Nex,Q & M Dental SurgeryClinics#04-25
Nex,QB HouseHair & Beauty And Wellness#03-30
Nex,Qi JiRestaurant & Cafe And Fast Food#03-10
Nex,Raffles MedicalClinics#B2-01
Nex,Ramen KIOURestaurant & Cafe And Fast Food#B1-80B
Nex,Ray-BanOptical#B1-26
Nex,RED 2Fashion & Accessories#B1-58
Nex,Ritz Apple StrudelSnacks & Specialties#03-K9
Nex,Riverside Grilled Fish 江边城外Restaurant & Cafe And Fast Food#B1-34/35
Nex,ROYCE'Snacks & Specialties#B2-33
Nex,SaizeriyaRestaurant & Cafe And Fast Food#01-61/62
Nex,SamsungTelecommunication & Accessories#04-42
Nex,Scarlett SupermarketDept Store & Hyper / Supermarket#04-12
Nex,Sea HorseHome & Lifestyle#03-18
Nex,Selffix DIYHome & Lifestyle#B2-54
Nex,Seorae Korean Charcoal BBQRestaurant & Cafe And Fast Food#B1-73/74
Nex,Seoul YummyRestaurant & Cafe And Fast Food#B1-45
Nex,SephoraHair & Beauty And Wellness#01-35 to 37
Nex,Serangoon Public LibraryEducation & Enrichment#4R-82/83
Nex,SF FruitsSnacks & Specialties#03-K1/K2
Nex,Shabu-GORestaurant & Cafe And Fast Food#B1-80A
Nex,Shaw Theatres - NEXEntertainment#04-64
Nex,Shihlin Taiwan Street SnacksSnacks & Specialties#03-K12
Nex,Singtel Exclusive RetailerTelecommunication & Accessories#04-35
Nex,SK JewelleryJewellery & Watches#B1-60/61
Nex,SkinGO!Hair & Beauty And Wellness#B1-17
Nex,SKPHome & Lifestyle#04-31
Nex,SleepnightHome & Lifestyle#03-19/20
Nex,Sō RamenRestaurant & Cafe And Fast Food#B2-58/59
Nex,SONYElectrical & Electronics#03-21
Nex,SorellaFashion & Accessories#02-22
Nex,Soup Restaurant 三盅两件Restaurant & Cafe And Fast Food#02-15/16
Nex,Spacio AestheticsHair & Beauty And Wellness#04-23
Nex,Spectacle HutOptical#B2-23/24
Nex,Standard Chartered BankBanks & Financial Services#03-02
Nex,StarbucksRestaurant & Cafe And Fast Food#02-K1
Nex,StarHubTelecommunication & Accessories#B1-66 to 68
Nex,Stellar by JasonsallyHair & Beauty And Wellness#04-49
Nex,stuff'dSnacks & Specialties#B2-47A
Nex,SubwayRestaurant & Cafe And Fast Food#02-11
Nex,Sun ParadiseSports#02-38
Nex,SunnystepFashion & Accessories#02-34
Nex,Sushi ExpressRestaurant & Cafe And Fast Food#B1-38 to 40
Nex,Sushi TeiRestaurant & Cafe And Fast Food#03-15/16
Nex,SwarovskiFashion & Accessories#01-78
Nex,Swensen'sRestaurant & Cafe And Fast Food#02-07/08
Nex,TAB (TINS AND BOTTLES)Hair & Beauty And Wellness#04-39
Nex,Tamago-ENRestaurant & Cafe And Fast Food#02-K5/K6
Nex,Tech HouseTelecommunication & Accessories#04-K1/K2
Nex,Texas ChickenRestaurant & Cafe And Fast Food#04-18 to 20
Nex,The Ballet & Music CompanyEducation & Enrichment#04-80
Nex,The Body ShopHair & Beauty And Wellness#01-45
Nex,The Cheongsam ShoppeFashion & Accessories#02-35
Nex,The Coffee Bean and Tea LeafRestaurant & Cafe And Fast Food#02-K07 to K13
Nex,The Green PartyHome & Lifestyle#04-55/56
Nex,The Hainan Story Coffee HouseRestaurant & Cafe And Fast Food#02-17
Nex,The Pet SafariServices#04-03 & 04-71
Nex,The Sense HouseHair & Beauty And Wellness#03-28
Nex,The Travel StoreGift & Hobbies And Leisure#04-57
Nex,The UndergroundFashion & Accessories#B1-21
Nex,THEFACESHOP - Nature CollectionHair & Beauty And Wellness#B1-22
Nex,THEIMPRINTGift & Hobbies And Leisure#04-K9/K10
Nex,Thomson Money ExchangeServices#03-34
Nex,Thye Moh ChanBakery & Confectionery#B2-58/59
Nex,Tiger SugarSnacks & Specialties#B1-16
Nex,Tiny Heart CottageKid's Fashion & Toys And Maternity#04-K15
Nex,Tiong Bahru Tian Bo Shui KuehSnacks & Specialties#03-K13
Nex,TK TrichoKareHair & Beauty And Wellness#02-24
Nex,Toast BoxRestaurant & Cafe And Fast Food#B2-58/59
Nex,Tori-QSnacks & Specialties#B2-52
Nex,TriumphFashion & Accessories#02-39
Nex,TT Quick MassageHair & Beauty And Wellness#02-52
Nex,Tuk Tuk ChaRestaurant & Cafe And Fast Food#02-12
Nex,Twelve CupcakesBakery & Confectionery#B2-47
Nex,umisushiRestaurant & Cafe And Fast Food#B2-40
Nex,UNIQLOFashion & Accessories#01-03 to 06
Nex,Unity PharmacyHair & Beauty And Wellness#03-37/38
Nex,Universal OpticalOptical#02-41
Nex,UOBBanks & Financial Services#01-52/53
Nex,Urban HommeHair & Beauty And Wellness#04-48
Nex,ValaissHair & Beauty And Wellness#02-33
Nex,VALOHair & Beauty And Wellness#04-K4
Nex,Valu$Home & Lifestyle#04-11
Nex,Venus BeautyHair & Beauty And Wellness#02-56
Nex,VirtualandEntertainment#04-65
Nex,VivoTelecommunication & Accessories#04-43
Nex,Wang Learning CentreEducation & Enrichment#4R-77
Nex,Watches of SwitzerlandJewellery & Watches#01-41
Nex,WatsonsHair & Beauty And Wellness#02-57
Nex,Western UnionServices#B2-25
Nex,WINDOW IMAGEHome & Lifestyle#02-48
Nex,Wine ConnectionSnacks & Specialties#B2-41
Nex,Wok HeySnacks & Specialties#B2-10
Nex,X-CraftFashion & Accessories#04-54
Nex,Xpressflower.comServices#03-04
Nex,Ya Kun Kaya ToastRestaurant & Cafe And Fast Food#B2-46
Nex,Yaki Yaki BoRestaurant & Cafe And Fast Food#B1-79
Nex,Yakiniku-GORestaurant & Cafe And Fast Food#B1-78
Nex,Yew Kee SpecialitiesRestaurant & Cafe And Fast Food#B1-46A
Nex,Yinen CrystalsFashion & Accessories#04-40
Nex,YoléSnacks & Specialties#03-K19 to K21
Nex,YoshinoyaRestaurant & Cafe And Fast Food#B1-36/37
Nex,Young HeartsFashion & Accessories#02-23
Nex,YU ERFashion & Accessories#B1-59
Nex,Yun Nans 云海肴Restaurant & Cafe And Fast Food#B1-15
Nex,ZotelierFashion & Accessories#04-K8
Nex,ZTPHair & Beauty And Wellness#03-01
Nex,Blog
Nex,Money Changers
Nex,About Us
Nex,Contact Us
Nex,Terms and Conditions
Nex,Privacy Policy
Nex,Directory
Nex,Deals
Nex,About
Ngee Ann City,999.9 Four NinesOptical#B1-03/03A
Ngee Ann City,ABC Cooking StudioLifestyle#03-12/12A
Ngee Ann City,Action CityGifts / Hobbies / Toys#B2-13
Ngee Ann City,Action City PlusGifts / Hobbies / Toys#B2-13A
Ngee Ann City,"AesopHealth, Pharmacies, Toiletries & Cosmetics#B1-54/55"
Ngee Ann City,AhkahJewellery & Watches#B1-32
Ngee Ann City,AIX Armani ExchangeFashion & Accessories#B1-04
Ngee Ann City,Angus HouseRestaurants#04-25
Ngee Ann City,AnothersoleLeather Goods & Footwear#B2-14
Ngee Ann City,"AvedaHealth, Pharmacies, Toiletries & Cosmetics#B1-44"
Ngee Ann City,Bali ThaiRestaurants#05-29
Ngee Ann City,"Bath & Body WorksHealth, Pharmacies, Toiletries & Cosmetics#B1-10/11"
Ngee Ann City,Benjamin BarkerFashion & Accessories#B2-04
Ngee Ann City,BerlutiFashion & Accessories#01-13
Ngee Ann City,Best DenkiAppliances#05-01 & 05-04
Ngee Ann City,Betty BarclayFashion & Accessories#03-13B
Ngee Ann City,Beyond the VinesFashion & Accessories#B1-42 & B1-46
